id,name,description,short_description,category,sub_category,grade,star,sprite,sprite_product,order,enchant_level,enchant_point,max_stack,option,option_client_only,price,sell_price,cash,ladder_point,boss_point,crusade_point,arena_point,worth,disabled,buff,set_id,item_info,model,hero_limit,model_level,max_socket,level_limit,rank_limit,hero_grade_limit,hero_level_limit,invasion_point
herottery_S,승상의 4성 장수 등용권,4성 장수를 획득할 수 있습니다,,herottery,herottery_S,unique,,herottery_44_66,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_SS,왕의 4성 장수 등용권,4성 장수를 획득할 수 있습니다,,herottery,herottery_SS,hero,,herottery_44_66,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_1_2,1~2성 장수 등용권,1~2성 장수를 획득할 수 있습니다,,herottery,herottery_1_2,trash,,herottery_1,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_1_3,1~3성 장수 등용권,1~3성 장수를 획득할 수 있습니다,,herottery,herottery_1_3,normal,,herottery_1,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_2_3,2~3성 장수 등용권,2~3성 장수를 획득할 수 있습니다,,herottery,herottery_2_3,magic,,herottery_1,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_2_4,2~4성 장수 등용권,2~4성 장수를 획득할 수 있습니다,,herottery,herottery_3_4,magic,,herottery_2,,,,,999,,,,0,3,5,5,5,,,1,,,,,,,,,,,,
herottery_3_4,3~4성 장수 등용권,3~4성 장수를 획득할 수 있습니다,,herottery,herottery_3_4,hero,,herottery_2,,,,,999,,,300000,0,150,5,5,5,,300000,,,,,,,,,,,,,
herottery_3_5,3~5성 장수 등용권,3~5성 장수를 획득할 수 있습니다,,herottery,herottery_3_5,rare,,herottery_2,,,,,999,,,500000,0,300,5,5,5,,500000,,,,,,,,,,,,,
herottery_4_4,4성 장수 등용권,4성 장수를 획득할 수 있습니다,,herottery,herottery_4_4,magic,,herottery_2,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_4_5,4~5성 장수 등용권,4~5성 장수를 획득할 수 있습니다,,herottery,herottery_4_5,unique,,herottery_44_66,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_5_5,5성 장수 등용권,5성 장수를 획득할 수 있습니다,,herottery,herottery_5_5,rare,,herottery_44_66,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_5_6,5~6성 장수 등용권,5~6성 장수를 획득할 수 있습니다,,herottery,herottery_5_6,unique,,herottery_44_66,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_5_6A,대사마의 등용권,5~6성 장수를 획득할 수 있습니다,,herottery,herottery_5_6A,unique,,herottery_sss,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_5,5성 보장 장수 등용권,5성 장수를 획득할 수 있습니다,,herottery,herottery_5,legend,,herottery_44_66,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_6,6성 보장 장수 등용권,6성 장수를 획득할 수 있습니다,,herottery,herottery_6,legend,,herottery_sss,,,,,999,,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_kingdom_3_5,3~5성 국가 장수 등용권,선택한 국가의 3~5성 장수를 획득할 수 있습니다,3~5성,herottery,herottery_3_5,rare,,herottery_select_kingdom,,,,,999,select_kingdom,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_kingdom_4_5,4~5성 국가 장수 등용권,선택한 국가의 4~5성 장수를 획득할 수 있습니다,4~5성,herottery,herottery_4_5,unique,,herottery_select_kingdom,,,,,999,select_kingdom,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_kingdom_5,5성 국가 장수 등용권,선택한 국가의 5성 장수를 획득할 수 있습니다,5성,herottery,herottery_5,legend,,herottery_select_kingdom,,,,,999,select_kingdom,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_kingdom_5_6AA,대장군의 국가 선택 등용권,선택한 국가의 5~6성 장수를 획득할 수 있습니다,5~6성,herottery,herottery_5_6AA,hero,,herottery_select_kingdom,,,,,999,select_kingdom,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_kingdom_5_6S,승상의 국가 선택 등용권,선택한 국가의 5~6성 장수를 획득할 수 있습니다,5~6성,herottery,herottery_5_6S,hero,,herottery_select_kingdom,,,,,999,select_kingdom,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_kingdom_6,6성 국가 장수 등용권,선택한 국가의 6성 장수를 획득할 수 있습니다,6성,herottery,herottery_6,legend,,herottery_select_kingdom,,,,,999,select_kingdom,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_kingdom_6S,6성 국가 장수 등용권,선택한 국가의 6성 장수를 획득할 수 있습니다,6성,herottery,herottery_6S,legend,,herottery_select_kingdom,,,,,999,select_kingdom,,,0,3,5,5,5,,,,,,,,,,,,,,,
herottery_kingdom_6SS,왕의 국가 선택 등용권,선택한 국가의 6성 장수를 획득할 수 있습니다,6성,herottery_kingdom_select,herottery_6SS,legend,,herottery_select_kingdom_2,,,,,999,"wii
chock
oh
han
etc
ancient
chohan",hero_select_SS,,0,3,5,5,5,,,,,,,,,,,,,,,
hero_select_tank_3,사마의 천거서,3성 맹장 중 1명을 선택할 수 있습니다.,,hero_select,,normal,,hero_select_aa,,,,,999,"u_geum,jang_po,jeong_bong,mu_an_guk",,,0,,,,,,,,,,,,,,,,,,,
hero_select_tank_4,교위의 천거서,4성 맹장 중 1명을 선택할 수 있습니다.,,hero_select,,magic,,hero_select_aa,,,,,999,"seo_hwang,ma_dae,neung_tong,go_ram",,,0,,,,,,,,,,,,,,,,,,,
hero_select_AA,대장군의 천거서,4성 장수 중 1명을 선택할 수 있습니다.,,hero_select,,rare,,hero_select_aa,,,,,999,AA,,,0,,,,,,,,,,,,,,,,,,,
hero_select_S,승상의 천거서,4성 장수 중 1명을 선택할 수 있습니다.,,hero_select,,unique,,hero_select_s,,,,,999,"AA,S",,,0,,,,,,,,,,,,,,,,,,,
hero_select_SS,왕의 천거서,4성 장수 중 1명을 선택할 수 있습니다.,,hero_select,,hero,,hero_select_ss,,,,,999,"AA,S,SS",,,0,,,,,,,,,,,,,,,,,,,
hero_select_SSS,황제의 천거서,4성 장수 중 1명을 선택할 수 있습니다.,,hero_select,,legend,,hero_select_sss,,,,,999,"AA,S,SS,SSS",,,0,,,,,,,,,,,,,,,,,,,
vvip_gift_1,4성 장수 자유 선택권,4성 장수 중 1명을 선택할 수 있습니다.,,hero_select,,legend,,herottery_sss,,,,,999,"AA,S,SS,SSS",,,0,,,,,,,,,,,,,,,,,,,
hero_promote_6,6성 장수 임명서,장수 1명을 즉시 6성으로 승급 시킵니다.,,hero_promote,,legend,,hero_promote_6,,,,,999,star 6,,,0,,,,,,,,,,,,,,,,,,,
hero_promote_7,7성 장수 임명서,장수 1명을 즉시 7성으로 승급 시킵니다.,,hero_promote,,legend,,hero_promote_7,,,,,999,star 7,,,0,,,,,,,,,,,,,,,,,,,
hero_promote_awaken,초월 각성 장수 임명서,장수 1명을 즉시 초월 각성 시킵니다.,,hero_promote,,legend,,hero_promote_awaken,,,,,999,star 8,,,0,,,,,,,,,,,,,,,,,,,
relic_box_1,황제의 보물 상자,4성 보물 10개가 들어 있습니다.,,relic_box,,legend,,relic_box_1,,,,,999,cash_4 10,,,0,,,,,,,,,,,gold,,,,,,,,
relic_box_2,왕의 보물 상자,"4성 보물 4개, 3성 보물 12~18개가 들어 있습니다.",,relic_box,,hero,,relic_box_2,,,,,999,"cash_4 4
free_3 6",,,0,,,,,,,,,,,silver,,,,,,,,
relic_box_3,승상의 보물 상자,"4성 보물 1개, 2-3성 보물 6~15개가 들어 있습니다.",,relic_box,,unique,,relic_box_3,,,,,999,"cash_4 1
cash_23 3",,,0,,,,,,,,,,,bronze,,,,,,,,
relic_box_free_1,대장군의 하사품,1성 보물 6~10개가 들어 있습니다.,,relic_box,,unique,,relic_box_3,,,,,999,free_1 1,,,0,,,,,,,,,,,bronze,,,,,,,,
relic_box_free_2,승상의 하사품,2성 보물 3~5개가 들어 있습니다.,,relic_box,,unique,,relic_box_3,,,,,999,free_2 1,,,0,,,,,,,,,,,bronze,,,,,,,,
relic_box_free_3,왕의 하사품,3성 보물 2~3개가 들어 있습니다.,,relic_box,,hero,,relic_box_2,,,,,999,free_3 1,,,0,,,,,,,,,,,silver,,,,,,,,
relic_box_free_4,황제의 하사품,4성 보물 1개가 들어 있습니다.,,relic_box,,legend,,relic_box_1,,,,,999,free_4 1,,,0,,,,,,,,,,,gold,,,,,,,,
relic_box_alliance_1,흔한 전리품,1성 보물 3~5개가 들어 있습니다.,,relic_box,,unique,,relic_box_3,,,,,999,alliance_1 1,,,0,,,,,,,,,,,bronze,,,,,,,,
relic_box_alliance_2,희귀한 전리품,2성 보물 2~3개가 들어 있습니다.,,relic_box,,unique,,relic_box_3,,,,,999,alliance_2 1,,,0,,,,,,,,,,,bronze,,,,,,,,
relic_box_alliance_3,진귀한 전리품,3성 보물 1~2개가 들어 있습니다.,,relic_box,,hero,,relic_box_2,,,,,999,alliance_3 1,,,0,,,,,,,,,,,silver,,,,,,,,
championship_box_1,황제의 진상품,황제의 칙서가 들어 있는 진상품 상자입니다.,,random_box,championship_box_1,legend,,relic_box_1,,,,,999,championship_box_1,skip_letter_slot_check,,0,,,,,,,,,,,,,,,,,,,
championship_box_2,왕의 진상품,왕의 칙서가 들어 있는 진상품 상자입니다.,,random_box,championship_box_2,hero,,relic_box_2,,,,,999,championship_box_2,skip_letter_slot_check,,0,,,,,,,,,,,,,,,,,,,
championship_box_100,황금 운석 장식 상자,천하제일 장수대전에서 보여준 용맹을 치하하며 다음 보상을 수여합니다.,,random_box,championship_box_100,hero,,championship_box_star,,,,,999,championship_box_100,skip_letter_slot_check,,0,,,,,,,,,,,champs_star,,,,,,,,
championship_box_star,운석 장식 상자,천하제일 장수대전에서 보여준 용맹을 치하하며 다음 보상을 수여합니다.,,random_box,championship_box_star,unique,,championship_box_star,,,,,999,championship_box_star,skip_letter_slot_check,,0,,,,,,,,,,,champs_star,,,,,,,,
championship_box_diamond,금강석 장식 상자,천하제일 장수대전에서 보여준 용맹을 치하하며 다음 보상을 수여합니다.,,random_box,championship_box_diamond,rare,,championship_box_diamond,,,,,999,championship_box_diamond,skip_letter_slot_check,,0,,,,,,,,,,,champs_diamond,,,,,,,,
championship_box_gold,황금장식 상자,천하제일 장수대전에서 보여준 용맹을 치하하며 다음 보상을 수여합니다.,,random_box,championship_box_gold,magic,,championship_box_gold,,,,,999,championship_box_gold,skip_letter_slot_check,,0,,,,,,,,,,,champs_gold,,,,,,,,
championship_box_silver,은장식 상자,천하제일 장수대전에서 보여준 용맹을 치하하며 다음 보상을 수여합니다.,,random_box,championship_box_silver,normal,,championship_box_silver,,,,,999,championship_box_silver,,,0,,,,,,,,,,,champs_silver,,,,,,,,
championship_box_bronze,동장식 상자,천하제일 장수대전에서 보여준 용맹을 치하하며 다음 보상을 수여합니다.,,random_box,championship_box_bronze,trash,,championship_box_bronze,,,,,999,championship_box_bronze,,,0,,,,,,,,,,,champs_bronze,,,,,,,,
boost_gold_30,교위의 독려,전투에서의 금화 획득량이 30% 증가합니다.,,boost,,normal,,boost_gold_30,,1,,,9999,"1h
boostGold 30%",,,0,,,,,,,,,,,,,,,,,,,
boost_hexp_30,대사마의 독려,전투에서의 장수 경험치 획득량이 30% 증가합니다.,,boost,,normal,,boost_hexp_30,,3,,,9999,"1h
boostHExp 30%",,,0,,,,,,,,,,,,,,,,,,,
boost_exp_50,승상의 독려,전투에서의 군주 경험치 획득량이 50% 증가합니다.,,boost,,normal,,boost_exp_30,,5,,,9999,"1h
boostExp 50%",,,0,,,,,,,,,,,,,,,,,,,
boost_gold_50,표기장군의 독려,전투에서의 금화 획득량이 50% 증가합니다.,,boost,,trash,,boost_gold_50,,2,,,9999,"1h
boostGold 50%",,,0,,,,,,,1,,,,,,,,,,,,
boost_hexp_50,대장군의 독려,전투에서의 장수 경험치 획득량이 50% 증가합니다.,,boost,,trash,,boost_hexp_50,,4,,,9999,"1h
boostHExp 50%",,,0,,,,,,,1,,,,,,,,,,,,
boost_guild_1,공의 독려,승상이 채찍질을 합니다.,,boost-guild,,trash,,gold_1,,1,,,9999,"2h
boostGold 50%
boostHExp 30%",,,0,,,,,,,1,,,,,,,,,,,,
boost_guild_2,왕의 독려,왕이 채찍질을 합니다.,,boost-guild,,trash,,gold_1,,2,,,9999,"4h
boostGold 70%
boostHExp 50%
boostExp 30%",,,0,,,,,,,1,,,,,,,,,,,,
boost_guild_3,황제의 독려,황제가 채찍질을 합니다.,,boost-guild,,trash,,gold_1,,3,,,9999,"4h
boostGold 100%
boostHExp 100%
boostExp 100%",,,0,,,,,,,1,,,,,,,,,,,,
boost_championship_1,황제의 축복,역사에 길이 이름을 남길 위대한 황제만이 내릴 수 있는 축복입니다.,,boost-world,,legend,,boost_exp_30,,5,,,9999,"24h
boostGold 50%
boostHExp 50%
boostExp 50%","input_message
world_notice
non_extend
all_world_boost",,0,,,,,,,,,,,,,,,,,,,
boost_championship_2,왕의 축복,역사에 길이 이름을 남길 위대한 왕이 내릴 수 있는 축복입니다.,,boost-world,,hero,,boost_exp_30,,5,,,9999,"12h
boostGold 30%
boostHExp 30%
boostExp 30%","input_message
world_notice
non_extend",,0,,,,,,,,,,,,,,,,,,,
boost_7d_cash,군주의 독려,"전투에서의 금화 획득량, 장수 경험치, 군주 경험치 획득량이 30% 증가합니다.",,boost,,rare,,boost_7d_cash,,6,,,9999,"168h
boostGold 30%
boostHExp 30%
boostExp 30%",,,0,,,,,,,,,,,,,,,,,,,
boost_7d100_cash,성군의 독려,"전투에서의 금화 획득량, 장수 경험치, 군주 경험치 획득량이 100% 증가합니다.",,boost,,rare,,boost_7d100_cash,,7,,,9999,"168h
boostGold 100%
boostHExp 100%
boostExp 100%",,,,,,,,,,,,,,,,,,,,,,
gold_1,금,금입니다,,resource,,trash,,gold_1,,,,,0,,,1,0,,,,,,1,,,,,,,,,,,,,
alliance_reset_1,장군의 인장,장수 1명의 연합전/공격대 출전 횟수를 초기화합니다.,,alliance_reset,,magic,,alliance_reset_1,,,,,6,1,,,0,,,,,,,,,,,,,,,,,,,
alliance_reset_all,승상의 인장,보유한 모든 장수의 연합전/공격대 출전 횟수를 초기화합니다.,,alliance_reset,,rare,,alliance_reset_all,,,,,1,all,,,0,,,,,,,,,,,,,,,,,,,
alliance_reset_world,왕의 인장,월드 전체 장수들의 연합전/공격대 출전 횟수를 초기화합니다.,,alliance_reset,,hero,,alliance_reset_world,,,,,1,world,,,0,,,,,,,,,,,,,,,,,,,
weekly_achv_box,도위의 성의,주간 임무 달성 시 수여되는 상자입니다.,,random_box,,hero,,guild_battle_daily_reward_win,,,,,999,weekly_achv,,,,,,,,,,,,,,yellow,,,,,,,,
daily_achv_box,현령의 성의,일일 임무 달성 시 수여되는 상자입니다.,,random_box,,hero,,guild_battle_daily_reward_win,,,,,999,daily_achv,,,,,,,,,,,,,,yellow,,,,,,,,
guild_battle_daily_box_win,대장군의 전리품 상자,군단전 승리시 수여되는 전리품 상자입니다.,,random_box,guild_battle_daily,hero,,guild_battle_daily_reward_win,,,,,999,guild_battle_win,,,,,,,,,,,,,,yellow,,,,,,,,
guild_battle_daily_box_draw,중랑장의 전리품 상자,군단전 무승부시 수여되는 전리품 상자입니다.,,random_box,guild_battle_daily,rare,,guild_battle_daily_reward_draw,,,,,999,guild_battle_lose,,,,,,,,,,,,,,red,,,,,,,,
guild_battle_daily_box_lose,교위의 전리품 상자,군단전 패배시 수여되는 전리품 상자입니다.,,random_box,guild_battle_daily,magic,,guild_battle_daily_reward_lose,,,,,999,guild_battle_lose,,,,,,,,,,,,,,green,,,,,,,,
raid_battle_win_box,치우 처치 전리품 상자,치우를 물리칠 경우 수여되는 전리품 상자입니다.,,random_box,raid_battle_win,magic,,guild_battle_daily_reward_draw,,,,,999,raid_battle_win,,,0,,,,,,,,,,,,,,,,,,,
raid_battle_lose_box,치우 참전 전리품 상자,치우 토벌에 참가한 경우 수여되는 전리품 상자입니다.,,random_box,raid_battle_lose,rare,,guild_battle_daily_reward_lose,,,,,999,raid_battle_lose,,,0,,,,,,,,,,,,,,,,,,,
bio_box_1,평전 상자,평전에서 일정 횟수 이상 승리한 경우 수여되는 보상 상자입니다.,,random_box,bio_box,rare,,guild_battle_daily_reward_draw,,,,,999,bio_box_1,,,,,,,,,,,,,,,,,,,,,,
bio_box_2,평전 상자,평전에서 일정 횟수 이상 승리한 경우 수여되는 보상 상자입니다.,,random_box,bio_box,rare,,guild_battle_daily_reward_draw,,,,,999,bio_box_2,,,,,,,,,,,,,,,,,,,,,,
bio_box_3,평전 상자,평전에서 일정 횟수 이상 승리한 경우 수여되는 보상 상자입니다.,,random_box,bio_box,rare,,guild_battle_daily_reward_draw,,,,,999,bio_box_3,,,,,,,,,,,,,,,,,,,,,,
bio_box_4,평전 상자,평전에서 일정 횟수 이상 승리한 경우 수여되는 보상 상자입니다.,,random_box,bio_box,rare,,guild_battle_daily_reward_draw,,,,,999,bio_box_4,,,,,,,,,,,,,,,,,,,,,,
bio_box_5,평전 상자,평전에서 일정 횟수 이상 승리한 경우 수여되는 보상 상자입니다.,,random_box,bio_box,rare,,guild_battle_daily_reward_draw,,,,,999,bio_box_5,,,,,,,,,,,,,,,,,,,,,,
bio_box_6,평전 상자,평전에서 일정 횟수 이상 승리한 경우 수여되는 보상 상자입니다.,,random_box,bio_box,rare,,guild_battle_daily_reward_draw,,,,,999,bio_box_6,,,,,,,,,,,,,,,,,,,,,,
bio_box_7,평전 상자,평전에서 일정 횟수 이상 승리한 경우 수여되는 보상 상자입니다.,,random_box,bio_box,rare,,guild_battle_daily_reward_draw,,,,,999,bio_box_7,,,,,,,,,,,,,,,,,,,,,,
trial_daily_product,시련 곡옥 상자,시련에서 일정 횟수 이상 승리한 경우 수여되는 보상 상자입니다.,,random_box,rune_product,rare,,ui_trial_box,,,,,999,trial_daily_product,,,,,,,,,,,,,,trial,,,,,,,,
trial_point_product,시련 곡옥 상자,시련에서 획득한 곡옥으로 교환할 수 있는 시련 곡옥 상자입니다.,,random_box,rune_product,rare,,ui_trial_box,,,,,999,trial_point_product,,,,,,,,,,,,,,trial,,,,,,,,
bio_clear,평전 일주 보상,평전을 일주하는 경우 수여되는 보상입니다.,,random_box,bio_box,rare,,guild_battle_daily_reward_draw,,,,,999,bio_clear,,,,,,,,,,,,,,,,,,,,,,
bio_perfect,평전 정복 보상,평전을 완벽하게 정복하는 경우 수여되는 보상 상자입니다.,,random_box,bio_box,rare,,guild_battle_daily_reward_draw,,,,,999,bio_perfect,,,,,,,,,,,,,,,,,,,,,,
mission_nomal_rune_box,시련 준비 상자,군주들이 다가올 시련을 대비하게 하려고 선인들이 준비해둔 선물입니다.,,random_box,bio_box,rare,,relic_box_2,,,,,999,nomal_rune_box,,,,,,,,,,,,,,,,,,,,,,
mission_lower_rune_box,시련 자각 상자,군주들이 다가올 시련을 대비하게 하려고 선인들이 준비해둔 선물입니다.,,random_box,bio_box,rare,,relic_box_3,,,,,999,lower_rune_box,,,,,,,,,,,,,,,,,,,,,,
mission_trial_box,시련 극복 상자,군주들이 다가올 시련을 대비하게 하려고 선인들이 준비해둔 선물입니다.,,random_box,bio_box,rare,,relic_box_1,,,,,999,mission_trial_box,,,,,,,,,,,,,,,,,,,,,,
fusion_elixir,남만의 비약,"장수를 합성, 분해하는데 쓰이는 비약입니다.",,elixir,,hero,,fusion_elixir,,,,,999,,,,,,,,,,,,,,,,,,,,,,,
iron_1,철광석,순도 높은 철광석입니다,,resource,iron,normal,,iron_1,,,,4,999,,,500,50,5,1,3,8,15,500,,,,,,,,,,,,,
iron_2,연철 주괴,대장간에서 단련한 연철 주괴입니다,,resource,iron,magic,,iron_2,,,,20,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
iron_3,강철 주괴,튼튼한 강철 주괴입니다,,resource,iron,rare,,iron_3,,,,100,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
iron_4,백련강 주괴,백 번 담금질한 우수한 강철 주괴입니다 ,,resource,iron,unique,,iron_4,,,,500,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
iron_5,묵철 주괴,남만에서 생산되는 무겁고 단단하고 검은 빛을 발산하는 철 주괴입니다 ,,resource,iron,hero,,iron_5,,,,2500,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
leather_1,거친 모피,흔한 가죽 조각입니다,,resource,leather,normal,,leather_1,,,,4,999,,,500,50,5,1,3,8,15,500,,,,,,,,,,,,,
leather_2,상급 모피,멀리서 날아온 화살은 안박힐 것 같은 가죽입니다,,resource,leather,magic,,leather_2,,,,20,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
leather_3,남만 상피,철갑옷 부럽지 않을 것 같지만 찔리면 아픈 가죽입니다,,resource,leather,rare,,leather_3,,,,100,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
leather_4,호피,이 가죽을 본 적이 겁먹을 것 같은 가죽입니다,,resource,leather,unique,,leather_4,,,,500,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
leather_5,백호피,귀하다는 백호의 가죽입니다 일점사 당할 수도 있습니다,,resource,leather,hero,,leather_5,,,,2500,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
textile_1,거친 면화,일반적인 천 조각 입니다,,resource,textile,normal,,textile_1,,,,4,999,,,500,50,5,1,3,8,15,500,,,,,,,,,,,,,
textile_2,상급 면화,쓸만한 천 조각 입니다,,resource,textile,magic,,textile_2,,,,20,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
textile_3,무늬 비단,아름다운 무늬가 새겨져 있습니다,,resource,textile,rare,,textile_3,,,,100,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
textile_4,채색 비단,귀한 물감으로 잘 염색된 비단입니다,,resource,textile,unique,,textile_4,,,,500,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
textile_5,최고급 주단,보기만해도 눈이 휘둥그래지는 화려한 주단입니다,,resource,textile,hero,,textile_5,,,,2500,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
glaive_1,빛나는 강철도,백 번의 정련을 견뎌내어 잘 벼려진 강철의 도입니다,,weapon,glaive,trash,1,glaive_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
glaive_2,영광의 강철모,백 번의 전투를 승리로 이끌면서 얻어진 병사들의 영광으로 벼려진 모입니다,,weapon,glaive,normal,2,glaive_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
glaive_3,명예의 월도,천 번의 전투를 승리한 장수의 명예를 담은 월도입니다,,weapon,glaive,magic,3,glaive_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
glaive_4,광명의 화극,광명의 기운을 담은 천 번의 담금질을 견딘 한철을 벼려 만든 화극입니다 ,,weapon,glaive,rare,4,glaive_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
glaive_5,폭풍의 방천극,폭풍 속을 나아가는 기상을 생각하면서 심해현철로 만들어진 방천극입니다,,weapon,glaive,unique,5,glaive_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
glaive_6,황룡의 언월도,황룡의 뼈로 만들고 피로 담금질한 황룡의 유산입니다,,weapon,glaive,hero,6,glaive_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
glaive_7,천신의 언월도,신이 된 장수가 지상에 남긴 유일한 무기입니다,,weapon,glaive,legend,7,glaive_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
